compiledRelease/buyer/id,compiledRelease/buyer/name,ID_cat,Nombre Categoría
DNCP-SICP-CODE-8,Municipalidad de Nanawa,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-180,Municipalidad de Bella Vista - Amambay,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-351,Municipalidad de Dr. Raul Peña,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-349,Municipalidad de 3 de Mayo,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-219,Municipalidad de Villa Florida,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-56,Municipalidad de Dr. Cecilio Báez,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-184,Municipalidad de Corpus Christi,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-61,Gobierno Departamental de Guairá (GUAIRÁ),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-51,Gobierno Departamental de Cordillera (CORDILLERA),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-137,Comisión Nacional de Telecomunicaciones (CONATEL),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-257,Municipalidad de Escobar,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-98,Gobierno Departamental de Boquerón,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-62,Gobierno Departamental de Caaguazú (CAAGUAZÚ),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-216,Municipalidad de Santa María,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-103,Municipalidad de Alberdi,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-33,Municipalidad de Natalicio Talavera,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-255,Municipalidad de Nueva Germania,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-372,Ministerio de Desarrollo Social (MDS),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-300,Honorable Cámara de Diputados (DIPUTADOS),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-327,Municipalidad de Tebicuary,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-244,Municipalidad de Carapeguá,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-354,Municipalidad de Paso Barreto,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-90,Gobierno Departamental de Canindeyú (CANINDEYÚ),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-345,Municipalidad de Tavapy,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-285,Municipalidad de Valenzuela,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-302,Vicepresidencia de la República (VP),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-360,Consejo Nacional de Educación Superior (CONES),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-243,Municipalidad de Loreto,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-31,Contraloría General de la República (C.G.R.),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-316,Agencia Financiera de Desarrollo (AFD),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-358,Ag. Nac. de Eval. y Acreditación de la Educación Superior (ANEAES),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-359,Agencia Nacional de Transito y Seguridad Vial (ANTSV),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-223,Municipalidad de Juan E. O'Leary,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-41,Municipalidad de Ñemby,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-149,Municipalidad de Guazu Cuá,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-150,Municipalidad de Humaitá,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-164,Municipalidad de Tacuaras,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-265,Municipalidad de Yrybucuá,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-246,Municipalidad de 25 de Diciembre,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-283,Municipalidad de Santa Elena,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-295,Municipalidad de José Fassardi,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-112,Municipalidad de San Juan Nepomuceno,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-152,Municipalidad de Laureles,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-146,Municipalidad de Cerrito,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-165,Municipalidad de Villa Franca,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-341,Municipalidad de Azotey,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-363,Autoridad Reguladora Radiologica y Nuclear (ARRN),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-17,Municipalidad de Mcal Jose Félix Estigarribia,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-364,Municipalidad de Karapai,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-109,Municipalidad de Moisés Bertoni,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-362,Comisión Nacional de Competencia (CONACOM),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-145,Instituto Nacional de Cooperativismo (INCOOP),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-46,Municipalidad de San Cristobal,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-361,Municipalidad de Sargento Jóse Félix López,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-256,Municipalidad de San Estanislao,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-352,Direccion Nacional de Propiedad Intelectual (DINAPI),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-271,Municipalidad de Emboscada,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-280,Municipalidad de Primero de Marzo,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-227,Municipalidad de Yabebyry,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-38,Municipalidad de Yataity del Guairá,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-292,Municipalidad de Independencia,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-168,Municipalidad de Villalbín,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-278,Municipalidad de Nueva Colombia,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-282,Municipalidad de San José Obrero,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-260,Municipalidad de Santa Rosa del Aguaray,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-365,Municipalidad de Maria Antonia,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-261,Municipalidad de Tacuatí,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-353,Secretaria de Defensa del Consumidor y el Usuario (SEDECO),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-368,Sindicatura General de Quiebras,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-366,Municipalidad de San Vicente Pancholo,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-367,Municipalidad de Maracaná,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-370,Secretaría Nacional de Inteligencia (SNI),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-369,Municipalidad de Arroyito,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-375,Ministerio de Tecnologías de la Información y Comunicación (MITIC),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-52,Municipalidad de 3 de Febrero,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-26,Municipalidad de Paraguarí,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-343,Municipalidad de Liberacion,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-136,Comisión Nacional de Valores (CNV),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-376,Municipalidad de Puerto Adela,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-391,Dirección Nacional de Migraciones (DNM),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-373,"Instituto Nacional de Educación Superior ""Dr. Raul Peña"" (INAES)",Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-356,Municipalidad de Yby Pyta,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-382,Municipalidad de Laurel,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-383,Municipalidad de Campo Aceval,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-385,Municipalidad de Paso Horqueta,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-247,Municipalidad de Antequera,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-380,Municipalidad de Boquerón,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-377,"Dirección Nacional de Defensa, Salud y Bienestar Animal (DNDSBA)",Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-388,Municipalidad de Nueva Asunción,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-389,Universidad Nacional de Misiones (UNAMIS),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-381,Municipalidad de Cerro Cora,Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-378,Universidad Politécnica Taiwán – Paraguay (UPTP),Cat11,"Maquinarias, Equipos y herramientas mayores - Equipos de transporte"
DNCP-SICP-CODE-176,Municipalidad de Obligado,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-133,Municipalidad de Carmen del Paraná,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-127,Municipalidad de Alto Verá,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-112,Municipalidad de San Juan Nepomuceno,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-120,Municipalidad de Villeta,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-171,Municipalidad de José Leandro Oviedo,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-217,Municipalidad de Santa Rosa Misiones,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-206,Municipalidad de San Pedro del Paraná,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-203,Municipalidad de Pirapó,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-317,Servicio Nacional de Calidad y Sanidad Vegetal y de Semillas (SENAVE),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-36,Municipalidad de San Salvador,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-347,Ministerio de la Mujer (MM),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-108,Municipalidad de Asunción,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-129,Municipalidad de Cambyretá,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-174,Municipalidad de Natalio,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-18,Empresa de Servicios Sanitarios del Paraguay (ESSAP),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-190,Municipalidad de Nueva Esperanza,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-160,Municipalidad de Hohenau,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-284,Municipalidad de Tobatí,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-157,Instituto de Previsión Social (IPS),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-301,Presidencia de la República,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-289,Municipalidad de Dr. Bottrell,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-204,Municipalidad de San Cosme y Damián,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-226,Universidad Nacional de Asunción (UNA),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-118,Municipalidad de San Lorenzo,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-49,Municipalidad de Santa Rosa del Monday,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-9,Municipalidad de José Falcón,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-110,Municipalidad de Gral. Higinio Morínigo,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-189,Industria Nacional del Cemento (INC),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-44,Municipalidad de Presidente Franco,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-307,Servicio Nacional de Calidad y Salud Animal (SENACSA),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-245,Municipalidad de Yby Yaú,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-143,Municipalidad de General Delgado,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-303,Ministerio de Relaciones Exteriores (MRE),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-332,Jurado de Enjuiciamiento de Magistrados (JEM),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-304,Ministerio de Defensa Nacional (MDN),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-20,Ministerio de Obras Públicas y Comunicaciones (MOPC),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-159,Caja de Jubilaciones y Pensiones del Personal de la Ande (CAJA ANDE),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-169,Administración Nacional de Navegación y Puertos (ANNP),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-31,Contraloría General de la República (C.G.R.),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-101,Municipalidad de Luque,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-281,Municipalidad de San Bernardino,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-167,Administración Nacional de Electricidad (ANDE),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-156,Municipalidad de San Juan Bautista Ñeembucu,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-163,Caja de Jubilaciones y Pensiones del Personal Municipal (CAJ.MUNIC.),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-62,Gobierno Departamental de Caaguazú (CAAGUAZÚ),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-241,Municipalidad de Concepción,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-91,Gobierno Departamental de Presidente Hayes (PTE.HAYES),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-309,Compañía Paraguaya de Comunicaciones (COPACO),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-88,Municipalidad de Itaugua,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-90,Gobierno Departamental de Canindeyú (CANINDEYÚ),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-139,Secretaría de Transporte Área Metropolitana de Asuncion (SETAMA),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-12,Ministerio de Agricultura y Ganadería (MAG),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-106,Instituto Nacional de Desarrollo Rural y de la Tierra (INDERT),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-232,Municipalidad de Mbaracayú,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-220,Crédito Agrícola de Habilitación (CAH),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-103,Municipalidad de Alberdi,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-144,Ente Regulador de Servicios Sanitarios (ERSSAN),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-138,Direccion Nacional de Transporte (DINATRAN),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-299,Ministerio del Interior (M.I.),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-11,Ministerio de Justicia  (MJ),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-136,Comisión Nacional de Valores (CNV),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-191,Banco Nacional de Fomento (BNF),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-149,Municipalidad de Guazu Cuá,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-134,Municipalidad de Coronel Bogado,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-1,Ministerio de Educación y Ciencias (MEC),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-121,Municipalidad de Ypacarai,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-263,Municipalidad de Villa del Rosario,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-100,Municipalidad de Limpio,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-123,Instituto Paraguayo del Indígena (INDI),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-269,Municipalidad de Caacupé,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-300,Honorable Cámara de Diputados (DIPUTADOS),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-331,Municipalidad de Carmelo Peralta,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-308,Dirección Nacional de Aduanas (DNA),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-81,Gobierno Departamental de Central (CENTRAL),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-21,Corte Suprema de Justicia (CSJ),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-84,Municipalidad de Simón Bolivar,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-66,Municipalidad de Fernando de la Mora,Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-230,Universidad Nacional del Este (UNE),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-179,Petróleos Paraguayos (PETROPAR),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
DNCP-SICP-CODE-311,Instituto Paraguayo de Artesania (IPA),Cat21,"Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos"
